"cluster_id","cluster_x","cluster_y","hashtags_text","hashtags_lang","hashtags_freq"
11,8.649643,56.68958679,"1division alienisolation danmark goodfellas h1z1 live r5 r5family servicetweet studiolife tracking twitch twittermovieclub vff visitdenmark","da en da da en en en en da en en en da da da","1 1 1 1 1 1 1 1 1 1 1 1 1 1 1"
12,11.3490285,55.78039975,"aesthetic badass dandelion fresh freshfromthegarden green handpicked natureskitchen notabelieber pesto plantbased salad soypasta summer summer vegan vegetarian","da da und und und und und und da und und und und da und und und","1 1 2 1 1 2 1 1 1 2 1 1 1 1 1 2 1"
13,11.027705,57.263521,NA,NA,NA
14,11.2665025,54.816726,"bandholm dänemark danmark lolland maribo museumsbahn","und und und und und und","1 1 1 1 1 1"
15,10.9399305,56.516157,"ferry pinupgirl pinupofinstagram retro stenanautica varberg vintage vintagefashion vintagehair voodoovixen","en und und und en en und und und und","1 1 1 1 1 1 1 1 1 1"
16,10.6567635,55.883821,NA,NA,NA
17,8.856682,55.0631655,NA,NA,NA
18,9.3581675,56.833725,"endomondo endorphins","en en","2 2"
19,15.18341772,59.2446665,"4k camping family goprohero5 kvismaren life minaområden openart openart örebro örebro ringing runningvideo silverledenpåendag trailrunning usa","en en en en en en und en und en und en en en en en","1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1"
20,14.910717,63.131001,"allebike almedalen bollnäs brexitjour euialmedalen faktaresistens frösön gött imagine internationalfootballyouthcup mtb öarnasö storsjöcupen v64 xc","sv sv sv sv sv sv sv sv und und sv sv und sv sv","1 1 1 1 2 1 1 1 1 1 1 1 1 1 1"
21,14.30351007,56.37505671,"almedalen almedalen beauty dafbama2017_superjunior dafbama2017_superjunior dafbama2017_superjunior elfneedsungmin elfwantkangincomback farochdotter hadforgottenthecraziness mckinley sinfiltro sommar svpol tält tälta tillsammans wewantsjtogether","en sv de en pt und en en sv de sv de sv sv sv sv sv en","1 1 1 4 7 4 1 1 1 1 1 1 1 1 1 1 1 1"
22,13.246262,61.649499,NA,NA,NA
23,17.63062,60.62201417,"afternoonmeal almedalen almedalen17 andersbergsskolan bastubryggeriet best blingitout blue bodyattack break burger burgers centerpartiet charli choice cold coworker digitalaläromedel dinner dinnertime dishes eveningmeal farmers favourite food food foodprep fresh freshpotatoes hockeygame homemade hubby lesmills longtimeago lötisgården lunch lunchprep lunchtime ölprovning ourselfs panini pasta persian picked piece potatoes preparing quorn rice salad simple sweet vegan watch weapon work","en sv sv en sv en en en sv en en en sv en en en en sv en en en en en en en es en en en en en en sv en en en en en sv en en es en en en en en es en en en en es en en en","1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 4 1 1 1 1 1 1 1 2 1 1 1 1 1 1 12 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2"
24,20.732045,65.762053,NA,NA,NA
25,13.11650993,55.90133207,"<U+043A><U+043E><U+0442> <U+0627><U+0644><U+062B><U+0642><U+0627><U+0641><U+0629> <U+0627><U+0644><U+062D><U+0636><U+0627><U+0631><U+0629> <U+0627><U+0644><U+0633><U+0648><U+064A><U+062F> <U+062A><U+0635><U+0648><U+064A><U+0631><U+064A> 32konst 7konkreta aegean africa äldre allblacks almedalen almedalen2017 amazing amournoireuropetour ancient angus anhöriga ant antitheism arbetsmarknaden arthritis artist astronauts asylrätt asylskäl återanvändning atheism atheist avdgreppahalmstrån baller banks barefoot beats bengalcatworld bengalsofinstagram bienvelo bienvelomalmo bigass birds broker bryggan burned byggstartskane cancer carpool cat cg chameleon cheva chevy child chimpanzee city classicchevy concert concrete congress countries cow dahlbergs dancedancerevolution ddr death decriminalised denmark diabetes dictator digitalisering digitizingideas dirtythirty disease diseases disiphotography dockan dopecity dopeshow dredge drugs drumsticks earrings ect ehälsa elchocker electricity electricmudrecords endomondo endorphins ericsson erikwennerström eurotrip face fikatime fit fitness fitnessaddict fitspo flykt follow4follow food football footballgirl footballplayer fotd freya friends frostbite galaxy gay generalscience germany girlstreamer göteborg government grillarmansåfilmarman halmstad hälsodalen handelns happiness happy4thofjuly happyindependenceday health heart hegotthebeer hiring hops human humans ideellaorganisationer ifknkpg ignou igotthecap ilikeyou index india inkluderar insecure instadiary instastyle inteaik integrerar internship interview ioaku italy jägersro jayway jellybean job johanskoglund jonathan jonathanthecat kangaroo katrineholm100 kattungarsäljes kettlebell kims kkuriren kött krimvård lifestyleblogger light like4like likepic lionsnz2017 livboj lotd love love lund lund lunduniversitet magnetic magnusvilsemedweber malmö malmö mamason marina memoryforlife mentorsverige mff mice migvillmanvara miljöutmaningen minkmarblebengal mmt mobility mojito money mordenimidsomer mutation mystyle näringslivet nätetsinfödda nature neandertals neworleans noquieroiracurrar nubes nuclear nzlvbil occupytheneedact occupythenyfed office omsorg oneworldbengals oneworldbengals oneworldcats oneworldcats ootd opinion opinionlive øresund oresundshuset osirisnut otd park planet playa potd pregnancies president proteins publicpark questfam quotes radiation raping realtor realtorslife redigerawikipedia renewables rickygervais rollingstones roman running russia sameplatemusic sandwich schweppes scientists sculpture sculptures semiotics shakazulu shinyhead simma simskola simskolan skolan skruer slappverksamhet sommarochsol songtitles southsudan space spit språkintro stockholm streamer students study summer summer summerholiday sushi svensksommar sverige svt sweden sweden sweden swedishfika swhbg syria takepict takeshoot tänkom tattoos tflers thebridge therollingstones throwback trace training transgender travbana trump tugboats twitch uganda un unga unicornfam us usa utanförskap utanförskapet vänner vård veingebadet video vinyl vinylbukett weapons weber weberbbq webergrill weplaystrong wethepeople whale who wiw wiwt women womeninart womeninfashion womeninframe zen","sv ar ar ar ar sv sv en en sv en sv sv en fr en sv sv en und sv en en en sv sv sv und und sv en en en en sv sv en en sv en fi sv en sv en en sv sv en sv sv en en en sv en en en en en en en en en en da en en sv en sv en en sv sv fr fr sv en en en sv sv sv en sv en en en sv en en und en en en en sv sv en en en en und en en en en sv en en en fr en und en sv sv und und und en en sv en en en en sv sv en sv sv en en sv en und und sv sv en en en en en en en en sv sv sv en sv it en sv sv sv sv und en und und en sv und en sv en und und en und en fr en sv sv sv en en und sv it en en en en sv en und sv sv en en en sv sv en en en en en sv it sv it sv und sv sv da sv und sv en en sv und en en en en en und en en fi fi sv en und en en en en sv en en en en en en sv en sv sv sv sv sv sv sv en en en en sv en en en en en und en und sv en sv en fr und und en en und und sv en en da en en en en en en sv en en en en sv en en en sv sv en sv sv en sv sv en und und und en en en en und und en und und und und","1 1 1 1 1 1 7 1 1 1 1 16 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 3 3 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 5 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 3 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 3 2 1 1 2 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1"
26,12.27776417,58.7858365,"4thofjuly2017 bodybuilding crossfit fitness graffiti honor8 honorshot johnmellancamp personaldevelopment snapseed streetart tag workout","sv en en en sv sv sv sv en sv sv sv en","1 1 1 1 1 1 1 1 1 1 1 1 1"
27,15.65259925,62.66371075,NA,NA,NA
28,13.190291,63.4988545,"åbro åre åreglass åreidag årelive åreofsweden åresweden vitmagi","sv sv sv sv sv sv sv sv","1 3 3 1 1 3 3 3"
29,12.134823,59.6293525,"godsavethequeen slayingdragons","en en","1 1"
30,17.7229565,64.201048,NA,NA,NA
31,15.84617863,58.06303113,"afc aldep almedalen almedalen2017 backontrack biking business discount emililönneberga ericsson facebook hej hiring horses hostgator hosting it it job job katthult linköping marketing michelauslönneberga nofilterneeded snap snapchat snapchatmap socialmedia startup startups twitter unboxing website wordpress workfromhome wp youtube","ht en sv sv en en en en de en en ht en de en en de en de en de de en de de en en en en en en en en en en en en en","1 1 1 1 1 1 3 1 1 1 1 1 1 1 3 1 1 2 1 2 1 1 1 1 1 1 3 1 2 2 1 1 1 3 3 1 3 1"
