"cluster_id","cluster_x","cluster_y","hashtags_text","hashtags_lang","hashtags_freq"
11,8.649643,56.68958679,NA,NA,NA
12,11.3490285,55.78039975,"cnc cncmilling cncmillingcenter coromant milling moriseiki sv503","en en en en en en en","1 1 1 1 1 1 1"
13,11.027705,57.263521,NA,NA,NA
14,11.2665025,54.816726,NA,NA,NA
15,10.9399305,56.516157,"endomondo endorphins festival gademusiker grenaa grenaagademusikerfestival","en en da da da da","7 7 1 1 1 1"
16,10.6567635,55.883821,NA,NA,NA
17,8.856682,55.0631655,NA,NA,NA
18,9.3581675,56.833725,"endomondo endorphins","en en","2 2"
19,15.18341772,59.2446665,"<U+0641><U+064A><U+0641><U+0627><U+0661><U+0667> atleticcity avgå castle futchampions innovationsstrategi kavestafhsk kävesta kävestafolkhögskola prayersformanchester prayforariana smart specialisering suryoye syrianska örebro örebro örebro ösif40år","ar und sv en ar sv sv sv sv en en sv sv sv sv en sv und sv","1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1"
20,14.910717,63.131001,"afterbike badabadabada balkonghäng choritzo cykel drive glidare grått guld hallelujah hockeyvm hård ignore kåtast lugnttempo långforsen manchester mjukglasstur morgon mtb plugga pluggis roadtopyeongchang sd skitväder spännande vattenkraft vischan äggröra östersund","sv sv sv sv sv sv sv sv sv sv sv sv sv sv sv sv sv sv sv sv sv sv sv sv sv sv sv sv sv sv","1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 7"
21,14.30351007,56.37505671,"hkr memorylane prinsdaniel söderportsgymnasiet winning workhard","sv sv sv sv sv sv","1 1 2 1 1 1"
22,13.246262,61.649499,NA,NA,NA
23,17.63062,60.62201417,"6juni domoticz funkymanbarber greyhair homekit hue intercoiffuresweden lights man manchester missinginmanchester noberuofsweden nörd raspberrypi sväjö","sv sv en en sv sv en sv en en en en sv sv sv","1 1 1 1 1 1 1 1 1 1 1 1 1 1 1"
24,20.732045,65.762053,NA,NA,NA
25,13.11650993,55.90133207,"<U+0434><U+0436><U+0438><U+043D><U+0441><U+044B> <U+0627><U+0644><U+0628><U+062D><U+0631><U+064A><U+0646> <U+0627><U+0644><U+062F><U+0631><U+0627><U+0632> <U+0627><U+0644><U+062F><U+0631><U+0627><U+0632> <U+0627><U+0644><U+0634><U+064A><U+062E>_<U+0639><U+0633><U+0649>_<U+0642><U+0627><U+0633><U+0645> <U+0627><U+0644><U+0639><U+0648><U+0627><U+0645><U+064A><U+0629> <U+062D><U+064A>_<U+0627><U+0644><U+0645><U+0633><U+0648><U+0631><U+0629> <U+0639><U+0627><U+062C><U+0644> <U+0645><U+0627><U+0646><U+0634><U+0633><U+062A><U+0631> 5sidedheic acconeer acmilan afccl affärsutveckling aglassofwine ajaman aktuellt album08 alltärmöjligt amaizing arbetsglädjen architect architecture artofpatience asking attack bahrain barabus barbeque batwomen beer bestlesbianperformer betting brucespringsteenstudioalbummarathon buffe businesshbg clouds communication cone coordinated copenhagenmalmoport counterterrorism cstockholm damascus designthedifference digasell digitizingideas distance drinknoa eaktiebok edith endomondo endorphins energy entrepreneur eternal everydayluxury excellent_kittens exit falafel family familytime fightforwesterncivilization firstswedeinspace fläskfilé fm17 forreal free fritids geinteupp germanrex godbless grx hamburger happy hdsydsvenskan helsingborg helsingborg helsingborg hultbergs huvudvärk hyllie ikanobank ikhana info innovation insurance intl iofconf17 iot iot iotconf iotconf17 ipaddress islam islamism jamesbond jayway jayway jeans jordgubbar justice justiceleaguexxx kalvinknatet2017 kentuckykid koran kotte kulturanalys lakritsglass landpac law leadership learning libanesiskt lifeisgood liverpoolfc lunduniversity machester madlenschneps malmostartups malmö malmö malmöbyday malmölive malmöopera manchester marine maritime memories menmodig migrän miljömål mix2017 morality moralitywithoutreligion netapp nickyhayden nix nofilter nonstoplearning nyttjobb oddsprat ohmajk om onemoretry oneworldcats ongoing peacenow perheps pi42 pi42unapologeticbeautycare playground pravda prayforbangkok prayformancester prayformanchester prayformanchester prayformarawi prayforpeace proact questions rarecatbreed rasism religion rexcat rexesofig rip roadtostockholm rogermoore roomformanchester sakpol samarbete security skolutveckling sky skybar slide smartcities smartcity smiles socialmedia sommarvärme sparkling speltips springbreak stad statistic stickertuigontour streetart summernights surf surfacetoair sweden sweden terror terrorattack tofsvipan tofsvipansförskola top3 truechallenge tunneloflove turningtorso twittboll utbildningsglädje utfr watson weareback wearethechamp10ns wearethecommunity weather veeam weekend wihlborgs wiiee wikipedia vinyl vinylbukett with without volkswagen volkswagensverige vår yeah ynwa ärjagflummig","sv ar ar en ar ar ar ar ar en en sv und en sv nl sv und sv en en tl tl en und und en sv sv en en en und und sv no da en en und en und en und en en en en en en sv en en en en und sv it en sv en en sv da sv en en und sv sv it und it sv en en no sv tl da sv en en nl und sv en en en en ro da en en sv sv en en ro sv sv und en sv en sv en sv sv en en en en sv en sv da und nl en en sv sv sv sv en en en en sv sv sv und da da en en sv en en sv und nl sv sv it und fr und da da en und en en en sv en sv en und it sv da it it en en en fr sv en und sv da en en en en en en sv en und sv sv sv en sv en und en en tl und und sv sv und sv und en sv sv en en nl sv en da en en en sv sv sv sv und da en en sv sv sv sv","1 2 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 1 1 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 3 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 1 1 1 2 1 1"
26,12.27776417,58.7858365,"blueprints cameralessphotography cyanotypeprocess cyanotypeworkshop steneby visitingartist","en en en en en en","1 2 1 1 2 1"
27,15.65259925,62.66371075,NA,NA,NA
28,13.190291,63.4988545,"påriktigt vitmagi åre åreofsweden åresweden","sv sv sv sv sv","1 2 2 2 2"
29,12.134823,59.6293525,NA,NA,NA
30,17.7229565,64.201048,NA,NA,NA
31,15.84617863,58.06303113,"ammblogg arbetsmiljo aviewtokill blog blogger care ebbetalks ehealth endomondo endorphins globalpt hiring hiring hostgator hosting hurtänkteninu it it job lhchockey linköping liveandletdie skämskudde themanwiththegoldengun twittpuck website wordpress wp","sv sv sv en en sv sv en en en en de en en en sv de en de sv de sv sv sv sv en en en","1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 3 1 1 1 1 1 1 1"
32,11.87713303,57.80046444,"<U+BC9A><U+AF43> 17studentbal 3dwhiteluxe 5g ackert ai aktuellt akustik aml analytics archipelago arianagrande augmentedreality babyshambles balcony bambora bananacider bildekor biomass blue bnwphotographgy bnwphotography brajobbatstarrepublic bristot buildings cancer carbonemissions carbonneutral celticvikingfamily chalmersftw classico cleantech construction creepingsharia csexercisemet cultural cybersecurity demoday destinations dhandel districtheating dreams drummer ecommerce egenföretagare ehandel electrify endomondo endorphins energy energyefficiency energyunion engineering entreprenör epic equestrian ericsson espresso feelunique feetdom femalesupremacy fika findom flamingo flowery follow foodblogger foodie fukushima futis gazpachocatering gbg gbgtech generalscience gloomy google gopro goteborg gothenburg gothenburg gothenburg green gripgrab göteborg göteborg heart hinkleypoint hiring hope htech hundliv hundstallet ibm ibm idrottsrådet ifkgbg ikea ilovemcr innovation innovationsarena innovatör inriver internship intraprenör its jamesbond job job jobs jockowillink johannebergsp journalism journalistik jsp2 jumperfabriken kid klimat klvpol klänning kombara krasse kristinelundsgatan kungälvsok kök lego legoplanetcrew leukemia life lipstick lipstick liquidlipstick liseberg liseberg ljudmiljlö longfellow loser love löpning magnus mamma manchersterarena manchester manchester manchesterarena manchesterblast manchestertogether marmor media mufrussebuss mufswe måbra nature nes17 ninetechpåvfm nivåstrukturering nkcells nodalida2017 nodalida2017 nolessbeautybar nuclear nyttigt nyttjobb nyttkök offshore olssonoco oralb orienteering orientering p1800 partille patient payandobey paypig payup pense people perfection perla pholife photime photooftheweek poet politik prayformanchaster ratzia re100 rehearsal renewableenergy restenäs rip ripsirrogermoore roadback rogermoore ruotsifutis sahlgrenska sales saudiarabia savingtheplanet scbatch10 searchengine selfie serenata shoppingqueen showjumping showjumpinghorse showtime sjukvård skansenlejonet sky smeg smguld socialtarbete socionom solar solarpower sommarklänning soupwithfriends spare spoilme sportscience sportstech spotify spring startup starwars staysafe stila stila stilacosmetics stilacosmetics stockholm suo suprise sustainablecities suunnistus suunnistus svbatch10 sweden sweden sweden sweden swedishfoodbloggeraward sverige swgreen switzerland svpol sånöjd tapwell tb teampergamon teresamay thedesiredeffect thekillers thekillersmusic thekillersvictit thesaint thetruth ticket tjänsteman tonywalsh transport tree treeni trummapå träning umurestenäs united unitedwestand urbit utbildningsdagar van watson watson vfm vfm17 vfm17 vfm17 vgpol vgregion white vhsn villabelparc villabelparc wimhof wind wine virtualreality workexperience worthlesspig vr wrong ywam äcklig","en en en en sv en sv sv en en en en en en en en sv sv en en und en sv en en sv en en en en en en en sv en en en en en en en en en en sv sv en en en en en en et sv sv de en en en en en sv en en en en it en en fi it sv en en und sv en en en et und en sv sv und en en en en en sv sv en sv sv und sv en sv sv sv sv en sv en en en et en en sv en sv sv en en sv sv en und en und sv sv en en en en en it it en sv sv en en en sv de sv en en sv en en en sv en sv sv sv en sv sv sv en en und und en sv sv sv en sv en sv sv en sv sv en en en en en en it vi vi it en sv en de en en en sv en en sv en fi sv en en en en en en it en de de de sv sv en sv sv sv sv en en en vi en en en en en en en en en en it en it en fi da en fi sv en de en sv und it und sv en sv und sv en sv sv en en en en en en en sv en en en fi sv sv sv en en sv sv en en sv sv da en sv sv sv en sv en und en en en en en en en en sv en","1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 4 1 1 1 13 1 1 1 1 1 1 1 3 1 2 2 4 1 1 2 1 1 1 3 1 1 1 2 1 4 1 1 1 1 1 1 1 1 2 13 3 1 1 1 1 5 2 1 1 1 1 1 1 1 8 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 7 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 3 1 1 1 1 9 5 3 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 4 1 1 1 1 3 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 1 2 3 1 2 1 1 2 1 1 12 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 7 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 1 1 1 1 3 1 1 1 1 1 1 1 1 1 4 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 3 8 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1"
33,14.96001625,58.18645581,"braskit fuckterror isis lineofduty rip rogermoore saudiarabien season4 stopit","sv sv sv sv und und sv sv sv","1 1 1 1 1 1 1 1 1"
34,12.75971344,58.05015672,"alingsås analog andnöd anemi antautmaningen chinestcresteddog detordnarsig elbil elbil elbilsverige electricvehicles electricvehicles endomondo endorphins ev ev favoritemoments iswear jamieandclaire jultorpranch kretsloppet lovethis manchester nevs nevs nielsgordon notplanned näedå outlander prayformancester saftey seasononemagic självpeppfunkarej synth tesla","en en sv sv sv sv sv de en en de en en en de en en sv en sv sv en en de en en sv sv en en de en sv en en","1 1 1 1 1 1 1 1 2 1 1 2 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 2 1 1 1 1 1"
35,17.202483,66.3823185,NA,NA,NA
36,18.392183,63.413379,"modochallenge modose","sv sv","1 1"
37,19.197456,65.65933,NA,NA,NA
